P9	P14	P41	P43	P46	P47	P74	P75	P82	P84	P102	P107	P167	P178	P179	P186	P190	P191	P196	P212	P225	P261	P265	P266	P276	P291	P294	P295	P301	P304	P143	P149	Domain	Phylum	Class	Order	Family	Genus	Species
15	82	137	27	13	49	3	4	49	126	49	28	22	47	82	10	38	64	27	29	25	75	5	3	10	78	43	158	40	54	13	62	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus bathoardescens
9	167	75	359	14	13	7	7	312	7	18	13	18	18	225	9	19	38	31	16	6	99	5	4	83	108	30	84	74	62	37	62	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens
13	12	94	24	9	9	8	12	30	22	19	21	4	43	45	9	38	69	32	9	19	41	12	14	13	36	48	60	25	23	18	107	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus infernus
12	32	43	19	7	24	4	11	72	54	28	12	7	13	115	2	22	32	29	57	8	26	3	5	7	28	17	108	32	27	6	78	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus jannaschii
12	107	51	28	24	416	1	19	31	18	13	146	8	7	21	9	46	46	18	9	20	41	1	10	12	50	30	56	70	79	15	58	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp. FS406.22
110	232	165	24	14	186	10	65	71	7	78	25	10	229	103	134	146	126	141	13	16	54	29	11	46	58	99	210	143	61	31	50	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus vulcanius
13	24	143	273	5	48	6	32	71	11	34	57	7	543	87	9	72	147	139	16	13	104	11	8	18	30	85	27	34	64	66	77	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus
85	5	35	1	1	45	2	74	27	1	22	6	231	2	10	7	70	21	5	9	16	16	73	8	6	7	28	5	12	2	5	58	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae
28	4	14	10	6	22	5	16	34	0	19	10	62	4	8	13	32	14	3	3	2	19	56	1	4	5	16	5	7	18	4	22	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii
55	6	53	0	7	39	4	69	4	3	40	24	80	3	5	8	69	22	8	16	15	29	32	4	9	13	50	6	11	6	5	27	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella paludicola
19	33	94	61	5	19	9	6	128	5	27	11	31	23	25	3	37	116	47	11	31	55	0	10	16	37	31	77	231	54	11	29	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus aeolicus
504	225	1225	754	117	636	81	235	965	129	496	153	98	613	675	500	232	654	634	190	218	478	89	57	324	459	680	475	256	778	159	703	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
43	133	154	90	13	44	4	42	97	6	186	69	28	138	108	25	84	142	139	26	24	121	25	14	58	50	112	38	75	70	34	89	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus vannielii
33	78	171	379	29	199	6	14	322	17	65	23	19	448	271	21	53	208	165	41	50	232	7	7	63	121	238	274	49	369	83	217	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae
43	74	142	176	1	28	5	55	153	16	57	40	29	22	110	9	63	138	29	12	13	47	6	10	35	71	221	128	61	219	36	42	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis
24	14	89	26	4	28	5	8	23	9	24	3	2	32	21	22	14	38	32	14	19	12	3	3	22	24	39	15	15	17	6	27	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcales	Methanofervidicoccus	Methanofervidicoccus sp. A16
35	67	47	64	6	30	28	16	69	30	28	14	89	19	19	16	30	14	22	52	4	113	14	20	33	75	105	35	44	63	27	149	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum labreanum
177	30	380	128	24	251	8	69	196	10	457	12	27	349	169	214	69	93	246	20	41	167	40	16	138	113	223	59	70	106	37	286	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Methanomassiliicoccus intestinalis
10	6	40	1	4	27	4	8	3	3	13	11	8	14	6	0	14	11	17	4	6	5	3	4	5	17	9	9	3	6	6	34	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanoplasma	Methanoplasma termitum
71	29	201	35	8	126	13	46	45	21	283	7	46	14	49	32	95	85	32	27	37	38	5	19	45	61	61	8	13	31	31	91	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccaceae	Methanomassiliicoccaceae archaeon DOK
36	17	59	30	18	89	11	14	5	8	20	24	14	20	47	4	25	16	14	1	26	23	1	6	5	32	23	8	43	23	36	218	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus alvus
118	18	54	15	3	91	193	76	15	70	29	69	164	19	6	14	62	21	7	9	16	29	78	6	107	42	239	40	50	14	306	33	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis
63	9	74	2	1	71	3	48	11	25	49	11	78	4	11	13	76	23	2	31	4	6	16	1	23	1	91	1	9	7	1	20	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus marisnigri
54	23	28	369	4	65	41	52	25	32	22	38	51	4	19	4	65	18	42	5	9	25	19	4	215	24	32	30	41	20	3	14	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis	Methanofollis liminatans
37	3	43	19	2	92	49	64	31	23	35	11	68	13	13	5	26	25	147	10	21	82	60	6	508	60	33	7	17	25	226	42	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia
18	9	60	59	7	26	6	25	65	1	47	54	17	12	22	21	34	12	29	8	12	29	4	8	37	73	189	60	15	43	22	53	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	Methanoplanus limicola
1	2	5	0	0	22	49	2	0	15	7	21	2	0	3	2	20	5	0	0	0	1	0	1	13	0	1	0	5	0	1	2	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus sp. KOL6
0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus sp. SNP6
15	8	26	4	2	18	31	6	4	9	12	7	12	9	9	3	13	8	36	6	4	3	0	1	185	7	21	2	10	2	0	9	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula boonei
46	9	13	26	2	36	1	35	26	6	28	24	39	2	2	15	56	11	3	9	4	11	34	4	17	5	19	4	4	9	1	6	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica
29	3	38	16	0	42	5	20	9	7	13	12	51	5	7	3	44	10	7	6	3	16	11	4	5	7	17	15	11	4	1	16	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	Methanosphaerula palustris
11	15	99	42	9	18	6	89	71	6	23	181	10	11	19	6	5	104	10	16	5	16	13	1	11	51	75	19	11	49	12	55	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides burtonii
30	29	111	19	4	2	2	21	33	5	12	3	8	5	15	6	18	36	11	16	4	24	2	7	12	30	317	39	16	12	6	47	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides methylutens
25	61	110	178	51	49	16	164	184	3	91	250	22	38	118	101	52	46	56	10	120	92	3	13	104	139	283	133	99	171	14	133	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium	Methanohalobium evestigatum
8	302	10	27	11	6	5	43	9	18	36	64	11	3	12	2	26	9	21	13	6	68	3	4	1	67	14	183	214	26	14	8	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus
19	19	96	58	14	27	1	3	39	15	12	20	2	18	24	10	3	78	12	25	13	21	2	6	0	8	19	15	5	86	27	176	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii
18	45	28	28	0	12	0	4	21	2	8	19	4	2	17	9	8	12	11	11	6	40	2	6	9	74	16	51	27	15	11	21	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis
29	500	25	27	21	10	3	69	49	47	59	67	1	7	122	2	22	12	21	6	18	228	5	15	21	215	30	218	516	61	29	152	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus zinderi
25	9	37	13	5	29	1	90	20	6	30	150	6	20	13	4	33	36	16	19	5	33	3	1	7	136	20	21	13	17	8	75	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	Methanomethylovorans hollandica
27	276	114	23	8	13	9	14	166	20	16	12	5	14	280	16	22	21	29	25	10	37	7	6	24	140	40	116	82	37	17	126	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	Methanosalsum zhilinae
59	654	51	82	26	41	5	12	138	17	60	17	14	28	288	8	45	11	27	37	12	227	4	9	22	455	61	158	413	134	26	106	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans
87	83	128	181	17	59	26	54	132	38	108	47	25	83	141	54	57	117	67	39	28	157	22	24	25	92	94	105	180	124	36	164	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
25	212	15	44	12	11	1	13	40	50	21	5	13	7	164	48	9	29	31	22	16	165	4	2	6	306	14	178	202	58	10	52	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina flavescens
142	118	314	251	19	175	9	48	110	31	146	22	25	100	90	117	27	78	141	57	27	107	59	18	114	152	216	137	108	129	25	202	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis
36	26	29	157	8	26	2	117	39	12	47	88	32	11	63	21	19	27	21	14	21	28	7	0	18	23	27	13	21	27	6	34	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina lacustris
114	49	149	156	43	126	3	93	175	20	182	86	22	30	98	44	49	94	58	32	54	108	11	15	50	71	304	94	37	184	31	371	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
20	259	59	35	11	33	6	22	26	16	29	102	4	52	77	4	31	31	39	28	24	155	6	15	6	312	32	68	143	61	8	85	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae
10	16	5	20	5	9	0	15	22	5	10	19	1	1	52	4	8	8	6	1	2	13	1	0	1	17	10	3	5	7	0	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. Kolksee
15	6	15	13	9	16	5	13	29	5	9	18	10	6	18	58	22	13	10	6	14	40	2	9	12	38	20	10	25	43	5	42	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. MTP4
1	4	1	2	0	3	0	0	2	3	0	0	0	1	1	0	0	2	1	2	0	4	1	1	0	3	0	2	5	0	1	2	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. WH1
1	1	1	14	1	7	1	11	7	3	7	19	8	15	7	3	13	10	39	10	1	4	2	0	15	8	26	6	3	4	5	7	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. WWM596
18	11	13	20	0	2	0	28	11	4	3	2	5	22	15	0	15	22	17	11	0	18	1	1	4	17	8	16	10	21	3	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila
10	10	7	5	4	4	0	8	26	1	15	5	6	2	19	2	4	8	9	1	3	27	5	5	7	32	28	8	14	15	3	25	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina vacuolata
92	13	30	41	3	10	16	32	74	5	31	13	174	34	57	3	20	21	19	8	33	30	126	12	20	31	54	18	42	27	3	82	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei
34	10	507	36	9	38	18	30	83	29	41	15	73	32	25	4	108	213	63	21	13	33	0	10	21	88	86	26	12	31	23	76	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	Methanothermus fervidus
23	208	42	11	6	64	7	39	8	5	12	13	36	3	77	13	51	14	9	4	5	44	7	6	11	128	17	7	15	8	15	9	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix	Methanosaeta harundinacea
93	69	153	155	10	92	450	91	61	131	102	15	102	61	89	85	24	44	132	16	22	142	15	6	235	126	401	168	248	93	344	65	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix	Methanothrix soehngenii
2	2	19	0	4	16	0	88	0	0	22	104	3	2	5	1	8	5	0	2	2	1	6	1	0	4	3	4	1	1	0	2	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix	Methanothrix thermoacetophila
4	7	6	4	0	3	3	2	3	4	1	2	0	5	1	3	1	4	3	3	1	0	1	1	3	7	8	20	2	32	1	0	Archaea	Micrarchaeota	Micrarchaeota	Micrarchaeota	Micrarchaeota	Mancarchaeum	Mancarchaeum acidiphilum
23	2	3	3	0	4	0	0	1	1	0	0	0	2	1	2	6	4	2	0	1	0	0	0	0	6	5	4	1	13	0	4	Archaea	Euryarchaeota	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea archaeon
140	10	30	10	4	175	12	40	5	17	48	14	93	11	12	26	160	28	10	14	13	8	50	3	23	17	28	24	26	13	15	25	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma lacisalsi
155	5	59	2	0	216	10	46	5	4	36	29	142	7	5	14	182	33	9	4	8	10	42	4	56	1	39	4	21	3	8	28	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis
63	12	23	4	0	62	245	10	2	71	17	9	51	1	2	15	97	10	251	7	4	10	39	1	1071	7	19	1	9	0	8	12	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola larsenii
67	1	14	2	1	69	33	19	6	9	8	32	32	4	4	74	73	11	6	0	3	2	6	2	12	1	12	1	15	41	4	16	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena daqingensis
91	182	14	9	3	65	13	16	2	6	7	23	15	7	43	5	57	7	12	5	5	73	13	1	21	127	9	5	12	12	18	9	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena sp. YPL8
183	3	32	2	0	222	16	31	9	7	17	25	69	8	9	33	192	31	8	10	6	2	37	3	35	3	36	4	32	4	14	22	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica
121	3	20	9	0	90	0	32	1	4	13	11	47	0	5	12	107	11	4	4	3	8	12	3	17	1	7	1	10	2	3	10	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halovivax	Halovivax ruber
86	3	32	1	3	117	12	22	4	4	47	8	41	2	5	13	101	8	5	2	10	3	19	0	13	0	23	5	16	1	7	25	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrarchaeobaculum	Natrarchaeobaculum aegyptiacum
89	10	5	3	0	97	45	44	5	21	43	14	56	0	5	12	90	10	4	2	4	4	21	3	32	10	32	4	27	14	10	37	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrarchaeobaculum	Natrarchaeobaculum sulfurireducens
103	4	11	13	2	58	144	52	6	44	30	13	56	14	6	16	92	39	173	8	5	14	39	7	644	3	45	7	16	5	7	53	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba magadii
63	4	3	0	6	66	5	48	0	4	7	3	34	0	0	6	71	11	1	2	7	0	8	1	12	5	12	1	12	3	2	22	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pallidum
109	12	31	3	0	126	34	43	0	7	17	15	52	3	8	16	113	19	2	5	3	2	12	1	28	1	67	3	19	4	3	15	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pellirubrum
88	174	16	17	7	91	106	32	12	68	46	25	78	0	77	6	83	13	13	5	10	85	47	1	54	137	63	95	303	21	6	23	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema sp. J7.2
97	5	24	9	1	100	3	13	2	2	21	6	112	10	11	13	584	21	3	2	12	11	85	2	17	3	31	2	20	13	2	17	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema sp. YPL30
199	4	140	174	15	223	22	160	95	24	251	39	268	80	97	53	186	49	95	30	54	35	166	14	125	35	173	63	36	62	170	85	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema versiforme
88	21	25	9	1	86	47	75	5	19	37	48	61	2	7	9	59	20	0	2	5	7	56	2	296	2	11	14	15	9	61	19	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium gregoryi
187	53	67	3	6	186	384	71	11	92	82	28	122	8	12	28	218	28	26	3	14	15	31	3	184	13	238	1	40	9	260	40	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	Natronococcus occultus
121	2	23	6	1	108	86	73	4	27	37	52	81	2	2	17	161	14	2	4	22	4	43	8	55	3	17	1	9	2	3	19	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum aibiense
34	1	26	5	1	66	9	11	5	2	35	3	17	0	5	2	48	12	4	7	1	26	8	3	14	19	51	0	13	14	1	26	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum bangense
174	35	53	4	7	116	389	141	18	106	121	68	349	3	6	18	122	20	91	21	11	35	164	7	446	42	299	21	39	22	298	61	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialbaceae	Natrialbaceae archaeon XQ.INN 246
194	15	18	4	4	173	63	75	7	17	41	36	155	4	16	19	186	25	1	6	4	11	158	1	589	11	48	1	28	13	75	35	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Salinarchaeum	Salinarchaeum sp. Harcht.Bsk1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosocaldales	Nitrosocaldaceae	Nitrosocaldus	Nitrosocaldus islandicus
145	16	357	406	39	220	19	55	280	65	225	25	14	135	320	174	16	101	345	74	48	163	50	13	150	124	423	273	68	139	39	161	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum sp. AC2
6	29	43	34	2	22	0	1	53	0	42	5	17	24	17	8	18	6	18	7	15	21	6	4	15	12	36	25	56	79	13	47	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosomarinus	Nitrosomarinus catalina
27	59	9	64	8	30	0	5	41	11	9	27	1	9	21	3	5	81	28	10	17	20	0	1	1	11	16	36	35	127	20	26	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus koreensis
17	48	24	22	6	32	3	4	32	2	45	9	2	22	25	11	31	32	27	22	23	18	1	4	15	30	21	53	35	42	9	62	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sediminis
4	81	16	102	20	15	3	13	68	0	8	1	3	4	62	7	9	24	9	13	3	37	2	2	25	48	11	36	21	15	1	12	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp. SW
6	82	32	117	9	15	2	6	42	5	21	2	3	10	31	3	6	6	16	7	2	23	1	4	22	27	19	55	46	33	6	53	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus adriaticus
17	76	39	34	23	37	8	14	89	69	27	2	20	14	26	4	19	19	23	33	36	51	2	6	10	47	26	123	16	97	9	107	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus cobalaminigenes
25	93	12	52	15	2	0	6	55	14	20	12	6	4	44	30	48	14	10	12	12	27	2	2	3	65	23	55	23	46	16	65	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus maritimus
85	83	152	70	36	181	6	34	108	32	132	14	8	267	107	169	21	83	139	18	35	87	29	6	44	54	108	74	59	53	31	109	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus oxyclinae
24	35	24	88	8	29	2	17	96	22	24	5	4	94	53	10	20	21	26	21	22	30	3	12	27	69	73	39	28	28	25	123	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus piranensis
7	185	23	437	20	12	4	4	121	15	11	3	5	1	305	6	20	7	15	14	1	64	0	5	142	43	10	122	47	54	8	21	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus ureiphilus
387	19	43	48	7	130	9	39	135	23	20	37	18	14	41	33	45	101	8	11	7	4	0	4	16	24	32	17	119	100	10	35	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus exaquare
164	8	46	19	9	47	11	34	22	20	15	7	3	9	12	22	31	35	10	20	12	8	8	6	5	14	27	13	51	18	15	8	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus franklandus
7	22	19	1	5	35	11	0	2	1	6	5	7	5	6	3	31	21	1	50	2	6	2	3	6	7	28	5	29	6	11	18	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera evergladensis
16	6	24	5	5	130	2	6	1	4	11	10	5	0	0	8	63	11	6	7	3	2	1	1	5	4	22	6	51	12	1	55	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera gargensis
10	4	0	3	0	33	2	2	5	6	4	2	2	4	7	16	13	10	1	7	0	3	0	0	4	0	8	1	5	6	9	16	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera viennensis
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae
5	10	18	11	4	22	0	1	13	6	8	0	1	7	5	1	9	5	68	20	5	15	2	3	2	33	58	10	1	6	0	78	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus torridus
6	29	3	1	2	8	0	8	12	0	1	3	13	2	9	0	5	1	6	13	0	13	2	1	0	11	0	1	14	10	0	22	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus	Hyperthermus butylicus
23	1	5	5	0	5	0	14	0	1	13	3	42	2	14	5	4	2	0	0	0	1	31	0	0	6	0	0	4	1	2	9	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi
2	0	0	1	1	3	0	0	1	0	4	8	2	0	0	1	5	1	1	0	0	1	2	1	0	0	2	1	0	1	1	4	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrolobus	Pyrolobus fumarii
0	9	11	4	1	7	2	1	60	13	38	51	4	4	99	2	8	3	11	7	5	4	16	3	3	38	2	46	9	16	4	34	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus ambivalens
26	11	11	46	20	27	2	5	36	17	9	7	8	24	210	28	6	41	30	31	24	83	4	19	12	105	23	176	32	113	37	55	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus brierleyi
3	4	9	17	5	4	0	9	23	4	6	11	4	1	14	2	3	17	6	3	4	6	0	2	2	5	18	18	5	64	1	33	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis
22	35	95	76	10	80	3	13	42	9	19	15	11	86	23	12	15	34	30	33	27	63	5	25	6	44	41	180	25	54	24	55	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus manzaensis
8	41	56	10	18	81	2	150	19	49	83	860	6	28	19	24	36	14	9	15	28	17	36	13	6	31	10	144	17	66	4	32	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus sulfidivorans
